timestamp,latitude,longitude,region,central_pressure,pressure_trend,sea_level_pressure,wind_speed,wind_direction,wind_gusts,wind_shear,sea_surface_temp,wave_height,tidal_level,current_speed,salinity,air_temperature,humidity,precipitation,visibility,cloud_cover,cloud_top_temp,vorticity,divergence,convective_activity,cyclone_formation_probability,intensification_rate,landfall_eta,cyclone_category,data_reliability,battery_level,signal_strength
2025-08-29T13:09:46.586Z,23.1006,72.4766,Ahmedabad Coast,999.32,-0.452,1004.8,58.04,161.8,76.08,19.18,27.58,4.02,2.34,1.14,35.1,29.26,74.8,16.45,7.4,49.1,-49.57,0.000319,-0.00016,0.255,0.383,0.0,28,1,0.896,73.1,-40.2
2025-08-29T12:39:46.586Z,22.229,71.1169,Gujarat Coast,994.45,-1.57,1001.04,86.37,174.4,93.7,5.2,28.05,3.87,2.58,1.37,35.36,29.61,82.2,28.03,6.5,56.2,-53.12,0.000437,-0.000219,0.35,0.525,0.0,28,1,0.916,84.5,-39.5
2025-08-29T12:09:46.586Z,21.6193,69.6813,Porbandar,990.75,-1.692,994.98,104.3,160.6,137.88,18.53,28.67,6.3,2.88,1.68,34.93,30.07,82.4,28.3,5.3,65.5,-57.75,0.000592,-0.000296,0.473,0.71,0.0,28,2,0.86,76.0,-32.8
2025-08-29T11:39:46.586Z,22.2688,68.9465,Dwarka,1005.9,0.396,1009.98,40.34,175.4,54.19,10.86,26.82,3.03,1.96,0.76,34.76,28.69,76.2,-1.48,9.0,37.8,-43.92,0.000131,-6.5e-05,0.104,0.157,0.0,28,0,0.943,93.6,-33.5
2025-08-29T11:09:46.586Z,22.4009,70.0669,Jamnagar,975.62,-2.387,983.63,147.55,199.9,172.45,9.09,29.85,8.34,3.48,2.28,35.05,30.96,89.4,44.34,2.9,83.3,-66.63,0.000888,-0.000444,0.71,0.95,0.719,27,3,0.946,78.7,-33.4
2025-08-29T10:39:46.586Z,21.6766,72.1926,Bhavnagar,989.03,-0.784,993.54,104.53,198.4,131.35,18.17,28.66,5.67,2.88,1.68,35.21,30.07,81.9,39.2,5.3,65.4,-57.72,0.000591,-0.000295,0.473,0.709,0.0,28,2,0.946,96.3,-41.9
2025-08-29T10:09:46.586Z,21.015,70.1518,Veraval,996.43,-0.654,999.93,78.0,176.3,97.7,18.76,28.1,5.17,2.6,1.4,34.88,29.65,85.0,18.78,6.4,57.0,-53.52,0.000451,-0.000225,0.36,0.541,0.0,28,1,0.911,78.8,-45.2
2025-08-29T09:39:46.586Z,22.9891,72.499,Ahmedabad Coast,1005.07,0.29,1007.69,46.82,182.4,63.42,14.14,27.03,2.41,2.06,0.86,34.77,28.84,79.2,14.37,8.5,40.9,-45.44,0.000181,-9.1e-05,0.145,0.218,0.0,28,0,0.862,85.1,-37.6
2025-08-29T09:09:46.586Z,22.2483,71.1538,Gujarat Coast,1007.98,-0.114,1009.77,45.05,173.2,54.82,8.22,26.81,2.02,1.96,0.75,34.76,28.68,72.3,3.41,9.0,37.6,-43.82,0.000127,-6.4e-05,0.102,0.153,0.0,28,0,0.952,85.8,-34.5
2025-08-29T08:39:46.586Z,21.6495,69.6706,Porbandar,994.07,-0.257,998.85,85.4,177.3,102.72,19.39,28.29,4.72,2.7,1.5,34.82,29.79,78.2,18.38,6.0,59.9,-54.94,0.000498,-0.000249,0.398,0.598,0.0,28,2,0.931,96.3,-46.3
2025-08-29T08:09:46.586Z,22.205,68.993,Dwarka,1001.58,-0.752,1004.8,72.11,180.6,76.27,5.01,27.54,3.21,2.32,1.12,35.24,29.23,81.9,9.22,7.5,48.7,-49.33,0.000311,-0.000155,0.249,0.373,0.0,28,1,0.863,81.6,-37.5
2025-08-29T07:39:46.586Z,22.4759,70.1355,Jamnagar,993.84,-1.038,1000.3,78.01,199.2,103.9,7.28,27.99,5.16,2.55,1.35,35.43,29.57,85.0,17.82,6.6,55.4,-52.7,0.000423,-0.000212,0.339,0.508,0.0,28,1,0.897,85.7,-30.2
2025-08-29T07:09:46.586Z,21.8023,72.2333,Bhavnagar,1008.81,0.09,1011.44,34.61,169.9,50.49,7.48,26.68,2.33,1.89,0.69,34.84,28.58,71.6,13.63,9.2,35.7,-42.84,9.5e-05,-4.7e-05,0.076,0.114,0.0,28,0,0.92,70.1,-40.0
2025-08-29T06:39:46.586Z,21.0149,70.1274,Veraval,984.64,-1.171,992.25,124.5,171.5,154.12,12.33,29.01,6.12,3.06,1.85,34.67,30.33,91.5,26.6,4.6,70.6,-60.31,0.000677,-0.000339,0.542,0.813,0.193,28,3,0.861,80.8,-40.6
2025-08-29T06:09:46.586Z,23.0687,72.5891,Ahmedabad Coast,1011.88,0.198,1013.16,32.51,191.5,36.67,15.67,26.45,0.84,1.78,0.58,35.35,28.41,70.2,-2.58,9.7,32.3,-41.14,3.8e-05,-1.9e-05,0.03,0.045,0.0,28,0,0.895,98.1,-44.2
2025-08-29T05:39:46.586Z,22.3289,71.115,Gujarat Coast,975.27,-1.726,980.86,162.89,184.6,199.95,16.56,30.07,7.97,3.58,2.38,34.5,31.13,93.4,48.26,2.5,86.5,-68.25,0.000942,-0.000471,0.753,0.95,0.855,25,3,0.941,72.0,-44.4
2025-08-29T05:09:46.586Z,21.6182,69.5807,Porbandar,981.06,-1.389,985.93,137.89,177.4,179.96,13.66,29.69,7.09,3.39,2.19,34.53,30.84,92.5,40.57,3.2,80.8,-65.4,0.000847,-0.000423,0.677,0.95,0.617,28,3,0.964,84.7,-41.2
2025-08-29T04:39:46.586Z,22.186,68.9691,Dwarka,1005.76,-0.248,1007.78,45.89,166.0,61.58,17.27,27.08,1.74,2.09,0.89,35.22,28.89,72.8,0.75,8.4,41.7,-45.85,0.000195,-9.8e-05,0.156,0.234,0.0,28,0,0.898,74.6,-32.6
2025-08-29T04:09:46.586Z,22.5621,70.116,Jamnagar,992.36,-1.717,995.86,110.04,155.7,131.67,17.75,28.52,4.81,2.81,1.61,34.88,29.97,86.6,21.88,5.6,63.4,-56.68,0.000556,-0.000278,0.445,0.667,0.0,28,2,0.851,88.0,-49.4
2025-08-29T03:39:46.586Z,21.665,72.1034,Bhavnagar,979.79,-2.045,984.62,140.1,152.0,180.43,16.64,29.7,8.1,3.4,2.2,34.92,30.85,86.6,52.2,3.2,81.1,-65.53,0.000851,-0.000426,0.681,0.95,0.628,28,3,0.865,98.2,-39.1
2025-08-29T03:09:46.586Z,20.93,70.1335,Veraval,996.15,-1.35,998.92,85.94,185.1,113.34,19.18,28.2,5.18,2.65,1.45,35.27,29.72,82.1,22.46,6.2,58.4,-54.22,0.000474,-0.000237,0.379,0.569,0.0,28,2,0.934,73.2,-49.4
2025-08-29T02:39:46.586Z,22.9483,72.5162,Ahmedabad Coast,991.47,-0.655,996.75,94.47,184.4,135.26,11.7,28.48,5.09,2.79,1.59,34.96,29.94,80.3,24.39,5.6,62.8,-56.39,0.000546,-0.000273,0.437,0.655,0.0,28,2,0.939,88.7,-36.9
2025-08-29T02:09:46.586Z,22.2904,71.1715,Gujarat Coast,979.32,-2.413,984.94,153.96,163.8,182.4,8.41,29.64,6.77,3.37,2.17,35.43,30.8,95.6,41.68,3.3,80.1,-65.03,0.000834,-0.000417,0.667,0.95,0.586,28,3,0.983,87.8,-37.1
2025-08-29T01:39:46.586Z,21.6162,69.5821,Porbandar,1008.73,-0.1,1010.09,39.36,176.4,51.59,8.74,26.72,2.43,1.91,0.71,35.07,28.62,71.6,-3.84,9.2,36.4,-43.18,0.000106,-5.3e-05,0.085,0.127,0.0,28,0,0.888,81.5,-42.8
2025-08-29T01:09:46.587Z,22.1394,68.9234,Dwarka,987.09,-0.982,993.78,98.97,161.3,125.01,7.11,28.67,5.05,2.89,1.68,35.42,30.08,80.1,33.12,5.3,65.5,-57.77,0.000592,-0.000296,0.474,0.711,0.0,28,2,0.97,99.2,-48.0
2025-08-29T00:39:46.587Z,22.4924,70.1319,Jamnagar,991.88,-1.828,993.91,108.1,187.7,135.88,8.98,28.6,6.05,2.85,1.65,35.13,30.03,86.2,28.18,5.4,64.5,-57.27,0.000576,-0.000288,0.46,0.691,0.0,28,2,0.901,90.0,-48.5
2025-08-29T00:09:46.587Z,21.8108,72.1139,Bhavnagar,988.41,-1.172,993.77,110.47,199.8,148.55,17.9,28.89,5.58,2.99,1.79,35.18,30.24,88.5,36.37,4.8,68.8,-59.39,0.000646,-0.000323,0.517,0.776,0.116,28,2,0.94,93.8,-46.7
2025-08-28T23:39:46.587Z,20.938,70.1357,Veraval,982.89,-2.161,986.66,149.72,176.5,161.81,18.29,29.5,7.4,3.3,2.1,35.06,30.7,90.8,34.8,3.6,78.0,-64.0,0.0008,-0.0004,0.64,0.95,0.5,29,3,0.982,73.7,-47.7
2025-08-28T23:09:46.587Z,22.9259,72.5716,Ahmedabad Coast,977.91,-1.628,983.69,150.0,206.1,176.9,18.14,29.85,8.34,3.48,2.28,35.27,30.97,94.9,46.47,2.9,83.3,-66.66,0.000889,-0.000444,0.711,0.95,0.722,27,3,0.913,71.7,-37.0
2025-08-28T22:39:46.587Z,22.2037,71.1241,Gujarat Coast,992.04,-0.814,995.74,115.5,172.9,130.63,5.39,28.61,6.52,2.86,1.65,34.53,30.03,84.7,31.11,5.4,64.6,-57.32,0.000577,-0.000289,0.462,0.693,0.0,28,2,0.9,78.2,-43.9
2025-08-28T22:09:46.587Z,21.6166,69.6865,Porbandar,980.67,-2.197,985.68,146.55,184.0,178.41,17.88,29.61,7.81,3.36,2.15,35.16,30.78,92.2,48.37,3.4,79.6,-64.82,0.000827,-0.000414,0.662,0.95,0.568,28,3,0.999,85.8,-39.2
2025-08-28T21:39:46.587Z,22.2842,68.9346,Dwarka,992.48,-1.139,994.03,97.11,203.0,117.3,14.95,28.59,6.56,2.85,1.65,35.08,30.02,80.3,35.07,5.4,64.4,-57.19,0.000573,-0.000286,0.458,0.688,0.0,28,2,0.974,80.4,-44.6
2025-08-28T21:09:46.587Z,22.4477,70.0593,Jamnagar,1008.5,-0.562,1009.82,30.42,204.7,46.21,19.54,26.83,2.92,1.97,0.77,34.72,28.7,69.2,4.13,8.9,38.0,-44.0,0.000133,-6.7e-05,0.107,0.16,0.0,28,0,0.998,76.9,-47.0
2025-08-28T20:39:46.587Z,21.8333,72.1368,Bhavnagar,971.95,-2.161,980.25,165.62,172.3,197.74,10.75,30.24,8.29,3.67,2.47,34.74,31.26,94.9,44.81,2.1,89.1,-69.56,0.000985,-0.000493,0.788,0.95,0.963,24,4,0.941,72.8,-36.5
2025-08-28T20:09:46.587Z,20.8248,70.2367,Veraval,977.77,-1.124,984.51,146.97,153.6,183.3,15.2,29.71,8.02,3.41,2.21,34.91,30.86,88.9,34.09,3.2,81.2,-65.59,0.000853,-0.000427,0.682,0.95,0.633,28,3,0.952,90.5,-31.8
2025-08-28T19:39:46.587Z,23.0788,72.6218,Ahmedabad Coast,982.16,-1.166,986.12,134.1,184.2,169.18,10.97,29.44,7.38,3.27,2.07,35.32,30.66,93.9,38.03,3.7,77.2,-63.58,0.000786,-0.000393,0.629,0.943,0.465,29,3,0.975,73.8,-43.2
2025-08-28T19:09:46.587Z,22.2432,71.1326,Gujarat Coast,975.22,-1.214,982.16,160.98,209.8,193.86,14.35,29.94,8.6,3.52,2.32,35.33,31.03,96.1,50.68,2.7,84.6,-67.3,0.00091,-0.000455,0.728,0.95,0.775,26,3,0.907,85.5,-49.8
2025-08-28T18:39:46.587Z,21.6066,69.643,Porbandar,985.15,-1.293,988.49,137.74,203.3,150.78,7.48,29.27,7.78,3.19,1.99,34.9,30.53,89.8,33.94,4.1,74.6,-62.29,0.000743,-0.000371,0.594,0.891,0.357,30,3,0.982,84.2,-34.0
2025-08-28T18:09:46.587Z,22.2076,69.025,Dwarka,972.92,-1.319,980.91,173.4,171.8,202.78,16.48,30.17,8.4,3.64,2.44,34.87,31.2,93.3,56.29,2.3,88.1,-69.03,0.000968,-0.000484,0.774,0.95,0.919,25,3,0.896,81.4,-41.1
2025-08-28T17:39:46.587Z,22.3919,70.1427,Jamnagar,1002.77,-0.201,1006.33,48.76,181.3,62.25,8.61,27.15,2.44,2.12,0.92,35.23,28.93,79.4,16.03,8.3,42.7,-46.34,0.000211,-0.000106,0.169,0.254,0.0,28,0,0.971,95.7,-45.9
2025-08-28T17:09:46.587Z,21.7275,72.0632,Bhavnagar,1001.67,-1.237,1003.86,69.59,161.3,88.58,18.44,27.6,3.89,2.35,1.15,35.03,29.27,74.0,9.81,7.4,49.5,-49.73,0.000324,-0.000162,0.259,0.389,0.0,28,1,0.977,86.5,-33.0
2025-08-28T16:39:46.587Z,20.8772,70.1897,Veraval,998.24,0.025,1003.97,68.49,176.9,83.0,8.13,27.64,4.66,2.37,1.17,35.09,29.3,81.9,25.33,7.3,50.1,-50.05,0.000335,-0.000167,0.268,0.402,0.0,28,1,0.908,84.3,-30.3
2025-08-28T16:09:46.587Z,23.0146,72.6543,Ahmedabad Coast,989.76,-1.589,995.65,95.49,155.4,122.23,5.46,28.53,4.97,2.82,1.62,34.67,29.97,84.2,32.81,5.5,63.5,-56.75,0.000558,-0.000279,0.447,0.67,0.0,28,2,0.932,93.1,-47.3
2025-08-28T15:39:46.587Z,22.315,71.2183,Gujarat Coast,1012.94,0.385,1015.97,12.56,166.4,30.98,17.37,26.34,0.79,1.72,0.52,34.53,28.33,65.4,-5.79,9.9,30.7,-40.33,1.1e-05,-6e-06,0.009,0.013,0.0,28,0,0.879,93.9,-49.4
2025-08-28T15:09:46.587Z,21.6015,69.6667,Porbandar,1011.95,0.008,1015.21,26.49,193.5,30.9,6.92,26.37,0.6,1.74,0.54,34.86,28.35,68.8,7.16,9.9,31.1,-40.53,1.8e-05,-9e-06,0.014,0.021,0.0,28,0,0.937,80.7,-36.1
2025-08-28T14:39:46.587Z,22.1398,68.9391,Dwarka,992.28,-0.519,996.64,99.71,192.7,109.56,11.47,28.23,4.03,2.67,1.47,34.61,29.75,81.1,19.91,6.1,59.0,-54.51,0.000484,-0.000242,0.387,0.58,0.0,28,2,0.99,74.2,-43.0
2025-08-28T14:09:46.587Z,22.3854,70.0227,Jamnagar,1002.77,-0.528,1004.59,62.62,184.0,72.99,6.62,27.33,3.6,2.22,1.01,34.57,29.07,78.5,18.33,7.9,45.4,-47.72,0.000257,-0.000129,0.206,0.309,0.0,28,0,0.862,98.5,-41.6
2025-08-28T13:39:46.587Z,21.8569,72.0816,Bhavnagar,1009.5,-0.932,1009.83,31.27,208.3,56.4,12.19,26.86,1.8,1.98,0.78,34.68,28.72,73.4,9.94,8.9,38.3,-44.17,0.000139,-6.9e-05,0.111,0.167,0.0,28,0,0.903,72.3,-38.1
2025-08-28T13:09:46.587Z,20.9137,70.1593,Veraval,986.11,-1.458,990.19,116.52,194.2,158.88,17.09,29.12,6.35,3.11,1.91,35.24,30.41,83.2,40.76,4.4,72.2,-61.12,0.000704,-0.000352,0.563,0.845,0.26,31,3,0.963,73.3,-33.9
2025-08-28T12:39:46.587Z,22.9521,72.5362,Ahmedabad Coast,1004.36,-0.18,1007.85,60.1,162.9,66.46,7.61,27.25,2.69,2.18,0.98,35.45,29.02,72.0,12.32,8.1,44.3,-47.15,0.000238,-0.000119,0.191,0.286,0.0,28,0,0.976,73.0,-48.3
2025-08-28T12:09:46.587Z,22.2885,71.1254,Gujarat Coast,985.71,-1.61,992.76,109.0,196.8,155.14,19.76,28.94,5.81,3.02,1.82,35.11,30.28,88.4,25.36,4.7,69.6,-59.78,0.000659,-0.00033,0.527,0.791,0.148,28,3,0.936,82.4,-49.3
2025-08-28T11:39:46.587Z,21.7238,69.5734,Porbandar,975.12,-2.47,982.34,156.74,201.1,185.09,17.93,29.96,8.66,3.53,2.33,35.28,31.05,96.9,50.04,2.7,84.9,-67.46,0.000915,-0.000458,0.732,0.95,0.788,26,3,0.903,76.3,-39.3
2025-08-28T11:09:46.587Z,22.2295,68.8834,Dwarka,974.0,-2.327,980.51,156.88,168.9,193.56,12.21,30.2,8.96,3.65,2.45,35.41,31.22,97.9,54.37,2.2,88.5,-69.23,0.000974,-0.000487,0.78,0.95,0.936,25,4,0.948,86.9,-41.3
2025-08-28T10:39:46.587Z,22.4019,70.0876,Jamnagar,978.08,-2.325,985.5,152.93,168.9,179.55,7.36,29.64,8.41,3.37,2.17,35.4,30.8,94.9,41.03,3.3,80.1,-65.05,0.000835,-0.000417,0.668,0.95,0.587,28,3,0.925,78.3,-36.2
2025-08-28T10:09:46.587Z,21.7147,72.1242,Bhavnagar,997.9,-0.605,1001.13,75.53,181.7,110.86,10.04,28.02,4.66,2.56,1.36,34.95,29.59,79.4,19.56,6.6,55.8,-52.91,0.00043,-0.000215,0.344,0.517,0.0,28,1,0.872,92.9,-47.5
2025-08-28T09:39:46.587Z,20.8706,70.2169,Veraval,1011.12,0.427,1014.22,36.76,188.7,38.25,8.88,26.53,2.09,1.82,0.61,35.0,28.47,76.2,-6.7,9.5,33.4,-41.71,5.7e-05,-2.9e-05,0.046,0.069,0.0,28,0,0.909,72.0,-49.4
2025-08-28T09:09:46.587Z,23.0346,72.5025,Ahmedabad Coast,1001.95,-1.183,1007.36,58.36,180.9,56.47,12.91,27.19,2.14,2.15,0.94,35.5,28.97,74.6,13.9,8.2,43.3,-46.66,0.000222,-0.000111,0.178,0.266,0.0,28,0,0.898,94.3,-35.9
2025-08-28T08:39:46.587Z,22.3533,71.0933,Gujarat Coast,1009.48,0.477,1011.84,36.43,160.5,40.22,8.76,26.61,1.89,1.86,0.66,35.42,28.54,71.0,9.91,9.4,34.7,-42.36,7.9e-05,-3.9e-05,0.063,0.094,0.0,28,0,0.982,71.5,-38.6
2025-08-28T08:09:46.587Z,21.6597,69.6062,Porbandar,1006.59,0.448,1011.22,37.28,163.4,38.22,5.8,26.82,2.29,1.96,0.76,34.62,28.69,73.5,2.19,9.0,37.8,-43.89,0.00013,-6.5e-05,0.104,0.156,0.0,28,0,0.894,72.5,-42.9
2025-08-28T07:39:46.587Z,22.1933,69.0666,Dwarka,1000.36,-1.078,1006.08,60.98,175.7,84.81,7.01,27.44,2.83,2.27,1.07,35.22,29.15,72.4,22.9,7.7,47.1,-48.54,0.000285,-0.000142,0.228,0.341,0.0,28,1,0.96,98.6,-42.8
2025-08-28T07:09:46.587Z,22.434,70.1399,Jamnagar,977.9,-1.284,983.88,162.89,151.5,174.19,16.6,29.85,9.1,3.48,2.28,34.68,30.97,89.3,38.38,2.9,83.3,-66.66,0.000889,-0.000444,0.711,0.95,0.722,27,3,0.866,84.6,-47.7
2025-08-28T06:39:46.587Z,21.6676,72.1768,Bhavnagar,1001.97,-0.802,1005.0,65.21,191.0,67.87,10.24,27.52,3.6,2.31,1.11,35.49,29.21,74.4,5.64,7.6,48.3,-49.13,0.000304,-0.000152,0.243,0.365,0.0,28,1,0.854,80.6,-47.5
2025-08-28T06:09:46.587Z,20.8437,70.1327,Veraval,1007.74,0.141,1010.39,37.77,161.6,49.12,14.89,26.86,2.88,1.98,0.78,35.04,28.72,69.1,-2.91,8.9,38.4,-44.21,0.00014,-7e-05,0.112,0.168,0.0,28,0,0.891,83.2,-45.0
2025-08-28T05:39:46.587Z,23.0066,72.6573,Ahmedabad Coast,999.26,-1.163,1003.24,61.37,206.5,73.88,10.26,27.53,2.94,2.32,1.12,35.12,29.22,75.7,14.19,7.5,48.5,-49.24,0.000308,-0.000154,0.246,0.369,0.0,28,1,0.89,79.6,-43.7
2025-08-28T05:09:46.587Z,22.2625,71.183,Gujarat Coast,1007.88,-0.077,1010.06,44.71,206.1,38.42,11.29,26.69,1.57,1.9,0.7,34.86,28.6,67.9,8.44,9.2,35.9,-42.96,9.9e-05,-4.9e-05,0.079,0.118,0.0,28,0,0.936,92.7,-43.7
2025-08-28T04:39:46.587Z,21.7405,69.606,Porbandar,1003.08,-0.789,1005.32,60.43,158.5,85.32,11.04,27.38,2.37,2.24,1.04,34.65,29.11,74.1,20.3,7.8,46.1,-48.07,0.000269,-0.000134,0.215,0.323,0.0,28,0,0.873,94.4,-33.4
2025-08-28T04:09:46.587Z,22.2887,68.8732,Dwarka,999.4,0.052,1004.42,63.23,206.6,96.15,5.18,27.61,3.54,2.35,1.15,35.08,29.28,74.9,9.69,7.4,49.6,-49.8,0.000327,-0.000163,0.261,0.392,0.0,28,1,0.874,76.4,-43.4
2025-08-28T03:39:46.587Z,22.5558,70.0513,Jamnagar,990.65,-1.184,995.74,104.74,201.3,113.06,7.58,28.42,6.16,2.76,1.56,34.97,29.89,79.6,17.06,5.8,61.7,-55.86,0.000529,-0.000264,0.423,0.635,0.0,28,2,0.919,98.3,-45.9
2025-08-28T03:09:46.587Z,21.8205,72.1574,Bhavnagar,987.55,-1.544,993.44,114.63,163.5,138.09,5.89,28.8,6.3,2.95,1.75,34.52,30.17,84.2,33.65,5.0,67.4,-58.72,0.000624,-0.000312,0.499,0.749,0.06,28,2,0.931,86.4,-33.3
2025-08-28T02:39:46.587Z,20.9743,70.1255,Veraval,1003.96,-0.179,1009.85,42.83,196.7,50.74,15.45,26.98,1.47,2.04,0.84,34.95,28.81,76.4,7.54,8.6,40.2,-45.1,0.00017,-8.5e-05,0.136,0.204,0.0,28,0,0.876,73.6,-48.3
2025-08-28T02:09:46.587Z,23.045,72.6193,Ahmedabad Coast,1000.11,-1.294,1002.67,66.69,161.4,92.46,18.73,27.73,4.64,2.42,1.22,34.77,29.37,75.6,11.32,7.1,51.5,-50.73,0.000358,-0.000179,0.286,0.429,0.0,28,1,0.988,87.3,-35.7
2025-08-28T01:39:46.587Z,22.1953,71.1998,Gujarat Coast,1013.84,-0.142,1013.5,32.94,194.1,39.98,11.4,26.41,1.17,1.75,0.55,34.74,28.38,69.7,-7.16,9.8,31.6,-40.8,2.7e-05,-1.3e-05,0.021,0.032,0.0,28,0,0.996,84.7,-50.0
2025-08-28T01:09:46.587Z,21.6187,69.5376,Porbandar,977.98,-0.94,986.43,135.13,154.7,173.13,13.38,29.58,7.75,3.34,2.14,34.61,30.76,90.8,34.26,3.4,79.1,-64.57,0.000819,-0.00041,0.655,0.95,0.548,28,3,0.85,96.5,-34.2
2025-08-28T00:39:46.587Z,22.2795,69.0469,Dwarka,1006.97,-0.684,1010.87,38.15,172.5,53.74,5.89,26.69,1.45,1.9,0.69,34.8,28.59,70.7,4.61,9.2,35.8,-42.92,9.7e-05,-4.9e-05,0.078,0.117,0.0,28,0,0.945,84.5,-34.3
2025-08-28T00:09:46.587Z,22.5624,70.0586,Jamnagar,978.24,-1.592,982.07,158.77,200.1,182.94,8.18,29.89,7.3,3.5,2.3,35.33,31.0,91.9,37.99,2.8,83.9,-66.95,0.000898,-0.000449,0.719,0.95,0.746,26,3,0.912,74.2,-45.0
2025-08-27T23:39:46.588Z,21.7734,72.2462,Bhavnagar,1007.47,-0.111,1009.9,38.46,157.7,44.0,11.92,26.91,2.37,2.01,0.81,35.44,28.76,78.8,7.26,8.8,39.2,-44.59,0.000153,-7.6e-05,0.122,0.184,0.0,28,0,0.988,97.7,-47.3
2025-08-27T23:09:46.588Z,21.0162,70.1223,Veraval,990.94,-0.685,994.7,109.01,189.7,136.8,7.44,28.68,6.52,2.89,1.69,35.01,30.09,84.6,27.75,5.2,65.7,-57.86,0.000595,-0.000298,0.476,0.714,0.0,28,2,0.86,76.8,-41.3
