timestamp,latitude,longitude,region,pH,dissolved_oxygen,biochemical_oxygen_demand,chemical_oxygen_demand,total_suspended_solids,turbidity,nitrates,nitrites,ammonia,phosphates,sulfates,chlorides,heavy_metals_index,mercury,lead,cadmium,chromium,copper,zinc,pesticides_index,hydrocarbon_index,oil_spill_indicator,plastic_debris_count,microplastics_count,bacterial_count,coliform_count,viral_load,algal_bloom_risk,eutrophication_index,toxicity_level,temperature,salinity,conductivity,redox_potential,seabirds_affected,fish_mortality_rate,coral_bleaching_index,pollution_source,industrial_waste_indicator,agricultural_runoff_index,domestic_sewage_index,stormwater_runoff_index,ship_traffic_impact,remediation_efficiency,treatment_capacity,compliance_status,risk_level,data_reliability,battery_level,signal_strength
2025-08-29T15:20:11.897Z,22.5013,70.0810,Jamnagar,7.42,7.79,5.41,25.75,80.04,22.81,2.569,0.651,1.385,1.309,216.06,19326.42,0.2271,0.000591,0.02117,0.00436,0.0287,0.0645,0.1243,0.1264,0.2390,0.0000,28,104,6799,1359,243.09,0.2230,0.3300,Moderate,26.97,35.40,50875.83,147.46,6,0.0447,0.2031,Natural/Background,0.1005,0.1531,0.4249,0.2217,0.1867,0.6946,72.17,Warning,Moderate,0.976,99.9,-38.9
2025-08-29T14:50:11.897Z,21.8104,72.1037,Bhavnagar,6.73,6.43,11.38,42.61,148.43,38.96,6.937,1.765,2.738,3.353,313.99,19902.87,0.7065,0.001351,0.03947,0.00894,0.0759,0.1601,0.4379,0.4114,0.7271,0.6314,49,192,12474,2494,463.47,0.5416,0.5724,Very High,27.88,36.75,53805.44,85.10,15,0.1382,0.3842,Agricultural,0.2368,0.4853,0.2842,0.3681,0.2324,0.5641,61.70,Non-Compliant,Extreme,0.948,86.3,-36.1
2025-08-29T14:20:11.897Z,20.8983,70.2191,Veraval,6.41,5.87,13.75,48.71,164.52,53.38,8.683,2.175,3.336,4.174,338.86,21364.34,0.7154,0.001976,0.04691,0.01003,0.0944,0.1996,0.4941,0.5548,0.8343,0.7818,66,253,16442,3288,604.59,0.7755,0.8483,Critical,28.25,37.15,54193.72,58.15,19,0.1527,0.6408,Urban Runoff,0.2932,0.6324,0.5662,0.5460,0.4715,0.3350,52.80,Non-Compliant,Extreme,0.928,94.3,-39.5
2025-08-29T13:50:11.897Z,23.0257,72.5247,Ahmedabad Coast,7.41,8.11,5.09,21.87,44.85,18.17,1.933,0.671,0.943,1.023,174.01,18965.32,0.1788,0.000450,0.01580,0.00240,0.0222,0.0653,0.1038,0.1302,0.3032,0.0000,24,90,5890,1178,204.47,0.1504,0.1403,Moderate,26.76,35.13,51014.96,182.50,4,0.0165,0.2342,Natural/Background,0.0687,0.1247,0.4184,0.0321,-0.0070,0.7069,76.10,Compliant,Low,0.896,77.0,-22.4
2025-08-29T13:20:11.897Z,22.2872,71.2266,Gujarat Coast,7.01,7.03,8.80,33.41,102.78,29.59,4.594,1.319,1.857,2.678,278.32,19671.12,0.5228,0.001012,0.03423,0.00579,0.0558,0.1383,0.2842,0.3147,0.4708,0.0000,42,162,10545,2109,383.82,0.3130,0.4536,High,27.47,36.06,53595.46,116.75,11,0.0717,0.2808,Agricultural,0.1763,0.4511,0.4281,0.2162,0.2499,0.4738,71.23,Warning,High,0.949,87.6,-25.0
2025-08-29T12:50:11.897Z,21.6281,69.6100,Porbandar,6.46,6.10,13.20,48.26,147.88,47.52,7.813,2.004,2.792,3.609,326.89,21088.16,0.6772,0.001814,0.04260,0.00899,0.0810,0.1742,0.4540,0.5085,0.7774,0.7206,62,237,15385,3077,564.36,0.6070,0.7638,Critical,28.10,36.81,53739.64,84.05,18,0.1587,0.5063,Urban Runoff,0.2702,0.6769,0.5011,0.5318,0.3593,0.4156,59.34,Non-Compliant,Extreme,0.930,95.0,-31.5
2025-08-29T12:20:11.897Z,22.2596,68.9258,Dwarka,7.19,7.44,6.71,26.01,101.97,29.32,4.809,0.940,1.364,2.239,249.86,18857.89,0.3205,0.001100,0.02279,0.00438,0.0374,0.0711,0.2218,0.2611,0.4020,0.0000,25,101,6553,1310,247.13,0.3850,0.3047,High,27.20,35.44,52161.56,115.51,9,0.0757,0.3446,Agricultural,0.1353,0.4126,0.1374,0.1938,0.1040,0.5318,70.98,Warning,Moderate,0.987,81.6,-28.1
2025-08-29T11:50:11.898Z,22.4513,70.0951,Jamnagar,7.03,7.09,9.32,36.35,99.42,35.59,5.419,1.114,1.970,2.940,272.18,19216.04,0.4328,0.001122,0.03255,0.00704,0.0474,0.1205,0.3181,0.2970,0.5324,0.0000,36,141,9186,1837,340.26,0.3445,0.4228,High,27.44,36.09,52901.92,105.50,11,0.0727,0.2954,Agricultural,0.1712,0.3504,0.1802,0.1955,0.1558,0.6702,64.95,Warning,High,0.886,83.4,-20.4
2025-08-29T11:20:11.898Z,21.7528,72.1570,Bhavnagar,6.46,6.45,10.98,42.22,135.94,38.74,7.035,1.718,2.509,3.224,314.11,20373.53,0.5448,0.001453,0.03824,0.00665,0.0829,0.1624,0.4314,0.3961,0.6565,0.6265,41,165,10752,2150,409.77,0.6175,0.6543,Very High,27.86,36.75,53270.24,68.78,15,0.1347,0.5553,Agricultural,0.2349,0.6370,0.1136,0.3315,0.2328,0.5757,59.41,Non-Compliant,Extreme,0.944,73.0,-29.2
2025-08-29T10:50:11.898Z,20.8961,70.1787,Veraval,6.78,6.70,10.77,38.45,113.20,38.44,6.476,1.449,2.079,3.282,273.79,19660.63,0.5093,0.001620,0.03341,0.00610,0.0682,0.1227,0.3367,0.3763,0.5544,0.0000,60,223,14507,2901,516.98,0.4958,0.6067,Very High,27.69,36.51,54309.51,115.64,13,0.0915,0.5163,Industrial,0.5582,0.4913,0.8477,0.4729,0.2914,0.4870,65.85,Warning,High,0.896,74.0,-29.7
2025-08-29T10:20:11.898Z,23.0391,72.6182,Ahmedabad Coast,7.78,8.79,1.06,13.86,29.25,7.52,0.944,0.105,0.229,0.683,168.06,18315.04,0.0223,-0.000016,-0.00364,0.00096,-0.0084,0.0215,0.0450,0.0064,0.0912,0.0000,11,39,2573,514,79.57,-0.0573,-0.0678,Low,26.30,35.41,50689.55,207.98,0,0.0100,-0.0287,Natural/Background,0.0007,0.0780,0.3548,0.0977,0.0492,0.7129,86.64,Compliant,Low,0.898,82.6,-22.2
2025-08-29T09:50:11.898Z,22.2684,71.2025,Gujarat Coast,6.53,6.34,12.45,40.89,140.78,41.46,6.872,1.782,2.854,3.488,332.22,20206.64,0.6258,0.001683,0.04539,0.00830,0.0883,0.1844,0.3769,0.4467,0.7356,0.6542,41,166,10772,2154,413.84,0.5426,0.6428,Critical,27.93,36.43,54946.10,75.51,16,0.1150,0.3978,Agricultural,0.2453,0.6705,0.0135,0.4169,0.2613,0.4568,64.41,Non-Compliant,Extreme,0.910,85.9,-24.7
2025-08-29T09:20:11.898Z,21.6295,69.6172,Porbandar,6.84,6.57,10.39,43.11,143.13,33.76,5.942,1.595,2.445,3.208,282.30,20292.98,0.5031,0.001382,0.03802,0.00860,0.0746,0.1329,0.3330,0.4644,0.7466,0.5932,57,216,14037,2807,506.87,0.5242,0.5686,Very High,27.78,36.37,54171.90,82.26,14,0.1265,0.4219,Urban Runoff,0.5932,0.4754,0.6545,0.3601,0.2375,0.4781,58.58,Non-Compliant,High,0.901,89.8,-30.7
2025-08-29T08:50:11.898Z,22.2280,69.0022,Dwarka,7.19,7.21,8.47,32.76,102.44,25.03,5.007,1.092,1.722,2.484,271.97,19721.78,0.4693,0.001194,0.02344,0.00535,0.0587,0.0894,0.2858,0.2990,0.4373,0.0000,41,154,10051,2010,362.78,0.2794,0.4538,High,27.36,36.23,52169.66,132.90,10,0.0948,0.3299,Agricultural,0.1588,0.3385,0.4458,0.1914,0.2880,0.6217,70.89,Warning,High,0.913,71.7,-31.3
2025-08-29T08:20:11.898Z,22.5017,70.0388,Jamnagar,7.24,7.55,6.67,26.55,95.38,23.93,4.279,0.895,1.567,2.245,253.81,18848.46,0.3116,0.000947,0.02521,0.00562,0.0481,0.0598,0.1707,0.3026,0.3202,0.0000,45,164,10675,2135,370.77,0.1983,0.3047,High,27.13,36.22,52389.21,151.36,8,0.0565,0.3260,Urban Runoff,0.3334,0.3824,0.7910,0.0956,0.2112,0.7110,68.63,Warning,Moderate,0.945,92.9,-31.3
2025-08-29T07:50:11.898Z,21.7783,72.1764,Bhavnagar,7.02,7.42,6.76,26.94,99.87,28.75,3.796,0.944,1.558,1.945,233.82,19644.16,0.2830,0.001003,0.02288,0.00448,0.0534,0.0855,0.2714,0.3401,0.3193,0.0000,47,173,11242,2248,392.39,0.3886,0.3540,High,27.21,35.57,51741.27,106.60,9,0.0486,0.2508,Urban Runoff,0.3666,0.3516,0.6728,0.3166,0.1678,0.7011,68.41,Warning,Moderate,0.959,90.2,-34.3
2025-08-29T07:20:11.898Z,20.8738,70.2318,Veraval,7.36,8.08,4.73,21.83,46.96,20.56,2.434,0.485,1.010,1.100,189.63,18492.26,0.2488,0.000389,0.01291,0.00183,0.0314,0.0370,0.1560,0.1368,0.1968,0.0000,34,124,8074,1614,272.77,0.0885,0.2418,Moderate,26.77,35.09,50943.16,182.94,4,0.0356,0.1167,Urban Runoff,0.1909,0.2477,0.6155,0.0273,0.0986,0.7843,78.92,Compliant,Low,0.999,96.5,-38.1
2025-08-29T06:50:11.898Z,23.0620,72.5305,Ahmedabad Coast,6.52,6.46,11.18,42.06,145.17,38.32,6.138,1.590,2.766,3.078,292.52,20128.59,0.5981,0.001548,0.03478,0.00859,0.0767,0.1530,0.4117,0.3985,0.6158,0.6240,67,250,16238,3247,578.57,0.5551,0.5952,Very High,27.86,36.58,54894.51,86.30,15,0.1068,0.4065,Industrial,0.6240,0.6148,0.7803,0.2546,0.3384,0.4681,60.61,Non-Compliant,Extreme,0.977,92.9,-37.3
2025-08-29T06:20:11.898Z,22.3026,71.1945,Gujarat Coast,7.16,7.44,8.20,31.00,87.59,26.33,3.763,1.144,1.752,2.071,229.62,19036.14,0.2639,0.000953,0.01913,0.00386,0.0428,0.0914,0.2207,0.2120,0.5043,0.0000,31,121,7860,1572,287.49,0.2667,0.3689,High,27.20,35.69,51520.00,140.82,9,0.0807,0.2596,Agricultural,0.1355,0.2368,0.3706,0.2682,0.1045,0.5204,75.14,Warning,Moderate,0.963,75.3,-39.3
2025-08-29T05:50:11.898Z,21.6588,69.6619,Porbandar,7.57,8.72,1.38,10.57,11.60,7.95,0.764,0.178,0.300,0.750,148.79,18054.43,-0.0184,-0.000115,0.00563,0.00012,0.0037,-0.0085,0.0280,-0.0264,-0.0485,0.0000,8,30,1988,397,63.93,0.0007,0.0602,Low,26.35,35.02,50546.62,175.11,0,0.0009,0.0217,Natural/Background,0.0079,0.0261,0.2567,-0.0113,0.0414,0.7053,86.95,Compliant,Low,0.903,79.1,-24.5
2025-08-29T05:20:11.898Z,22.2512,68.9201,Dwarka,6.57,6.13,11.71,48.24,166.16,42.01,7.885,1.959,2.871,4.008,318.28,21118.64,0.7660,0.001538,0.04076,0.00781,0.0874,0.1640,0.4948,0.5447,0.7455,0.7124,45,180,11718,2343,450.28,0.6139,0.7551,Critical,28.08,36.67,54623.56,85.67,17,0.1413,0.4553,Agricultural,0.2672,0.5926,-0.0497,0.3301,0.2903,0.3563,60.08,Non-Compliant,Extreme,0.892,98.0,-25.1
2025-08-29T04:50:11.898Z,22.4314,70.0839,Jamnagar,6.85,7.14,8.67,32.21,106.82,27.74,5.581,1.319,1.773,2.188,250.44,19184.34,0.4531,0.000936,0.02972,0.00613,0.0597,0.0947,0.2500,0.3514,0.5762,0.0000,51,190,12343,2468,435.79,0.4437,0.3744,High,27.40,36.30,52784.12,119.81,11,0.0857,0.2927,Urban Runoff,0.4423,0.4454,0.7604,0.1861,0.2422,0.6759,65.32,Warning,High,0.950,74.0,-36.6
2025-08-29T04:20:11.898Z,21.7306,72.1722,Bhavnagar,6.62,6.56,10.10,41.88,142.90,37.78,6.221,1.461,2.340,3.033,284.03,20286.78,0.5254,0.001601,0.04028,0.00826,0.0814,0.1650,0.4020,0.4761,0.6105,0.5969,50,191,12452,2490,458.48,0.6072,0.5423,Very High,27.79,36.39,53066.19,79.29,14,0.0961,0.4017,Agricultural,0.2238,0.4469,0.3646,0.2671,0.3964,0.4370,63.07,Non-Compliant,High,0.897,83.1,-33.4
2025-08-29T03:50:11.898Z,20.9033,70.2520,Veraval,7.30,7.88,6.12,24.70,76.52,20.27,2.420,0.649,1.175,1.166,187.15,18908.52,0.2516,0.000740,0.01100,0.00320,0.0348,0.0662,0.1847,0.1180,0.1830,0.0000,34,126,8222,1644,283.99,0.2656,0.2312,Moderate,26.91,35.31,50822.17,135.71,6,0.0599,0.0846,Urban Runoff,0.2442,0.2890,0.5611,0.0816,0.0390,0.7313,72.58,Warning,Moderate,0.904,72.5,-32.3
2025-08-29T03:20:11.898Z,23.0249,72.6158,Ahmedabad Coast,6.50,6.58,11.62,38.14,125.06,34.01,6.618,1.502,2.642,3.563,302.12,20367.51,0.5598,0.001633,0.03605,0.00801,0.0767,0.1341,0.3880,0.4377,0.6489,0.5918,63,234,15243,3048,543.86,0.5614,0.5719,Very High,27.78,36.01,53936.88,98.32,14,0.1026,0.5171,Industrial,0.5918,0.5744,0.8440,0.3594,0.3649,0.5726,64.37,Non-Compliant,High,0.983,87.3,-25.3
2025-08-29T02:50:11.898Z,22.2775,71.2047,Gujarat Coast,7.65,8.35,3.93,17.50,57.47,13.62,1.487,0.290,0.425,0.608,202.30,18252.06,0.0727,0.000417,0.00273,0.00194,0.0229,0.0321,0.0407,0.0471,0.2016,0.0000,10,38,2492,498,91.92,0.1249,0.0497,Low,26.60,35.52,51027.14,171.30,3,0.0463,0.0879,Natural/Background,0.0452,0.1763,0.0498,-0.0131,0.0840,0.7948,80.23,Compliant,Low,0.927,84.4,-35.3
2025-08-29T02:20:11.898Z,21.5965,69.6162,Porbandar,6.68,6.76,10.47,35.80,128.49,38.58,5.567,1.442,2.043,3.005,294.29,20260.26,0.6160,0.001349,0.03371,0.00583,0.0753,0.1411,0.3131,0.4717,0.7071,0.0000,58,218,14187,2837,505.37,0.5615,0.5789,Very High,27.66,36.85,53698.92,111.17,13,0.1268,0.3181,Industrial,0.5442,0.4243,0.7975,0.2558,0.2749,0.5269,69.08,Warning,High,0.901,92.2,-23.2
2025-08-29T01:50:11.898Z,22.2888,68.9589,Dwarka,7.39,8.26,3.86,16.30,41.59,8.31,2.530,0.442,0.928,1.208,184.40,18639.72,0.2085,0.000146,0.00839,0.00166,0.0182,0.0119,0.0442,0.1155,0.2493,0.0000,38,133,8671,1734,285.15,0.0452,0.0822,Low,26.65,35.41,50095.29,187.76,3,0.0198,0.1507,Urban Runoff,0.1427,0.1826,0.8729,0.1014,-0.0229,0.7284,81.61,Compliant,Low,0.910,96.1,-26.4
2025-08-29T01:20:11.898Z,22.4486,70.0730,Jamnagar,7.70,8.49,3.68,13.98,49.37,11.60,1.073,0.160,0.350,1.003,148.67,17874.39,0.1213,0.000444,0.00095,0.00192,0.0059,0.0345,0.0685,0.0084,0.1485,0.0000,27,94,6125,1225,198.97,0.0857,0.0951,Low,26.50,35.45,50299.84,162.18,2,0.0031,0.1603,Urban Runoff,0.0812,0.0747,0.6412,-0.0423,-0.0229,0.8389,85.91,Compliant,Low,0.944,80.8,-32.8
2025-08-29T00:50:11.898Z,21.8022,72.1511,Bhavnagar,6.49,6.16,12.17,42.58,156.68,40.35,7.205,1.787,2.614,4.043,337.24,20329.74,0.7646,0.001728,0.04845,0.00978,0.0888,0.1652,0.4082,0.5923,0.7285,0.7031,68,257,16692,3338,602.46,0.6111,0.7348,Critical,28.06,36.87,55333.91,57.69,17,0.1402,0.5562,Industrial,0.7031,0.5639,0.6480,0.3442,0.2841,0.4165,63.26,Non-Compliant,Extreme,0.888,73.5,-34.8
2025-08-29T00:20:11.898Z,20.9515,70.1739,Veraval,6.97,7.22,7.78,28.41,109.52,26.43,4.353,1.283,1.770,2.245,273.48,19233.46,0.3809,0.000941,0.02832,0.00637,0.0562,0.0889,0.3122,0.3795,0.5111,0.0000,41,156,10164,2032,365.88,0.3074,0.4601,High,27.35,36.32,53054.68,115.22,10,0.0858,0.3114,Urban Runoff,0.1577,0.3345,0.5015,0.3076,0.1858,0.5153,69.81,Warning,High,0.973,88.8,-30.3
2025-08-28T23:50:11.899Z,23.0259,72.5661,Ahmedabad Coast,7.25,8.00,5.45,22.05,54.56,18.80,2.498,0.733,0.938,1.186,191.06,19179.25,0.2444,0.000592,0.01783,0.00360,0.0335,0.0446,0.1372,0.1183,0.2498,0.0000,42,149,9674,1934,324.74,0.2182,0.2631,Moderate,26.83,35.85,50468.10,175.33,5,0.0188,0.0828,Urban Runoff,0.2121,0.1647,0.9580,0.0919,0.0971,0.7654,79.33,Compliant,Moderate,0.903,76.4,-27.7
2025-08-28T23:20:11.899Z,22.2716,71.1668,Gujarat Coast,6.68,6.71,10.29,41.80,120.47,41.02,6.086,1.571,2.228,3.182,309.57,20400.50,0.5483,0.001351,0.03634,0.00639,0.0624,0.1173,0.3964,0.4843,0.6309,0.0000,47,182,11849,2369,434.85,0.4094,0.5742,Very High,27.69,36.83,53712.13,97.30,13,0.0905,0.4300,Agricultural,0.2087,0.3902,0.3132,0.2027,0.2391,0.4693,61.63,Warning,High,0.930,94.2,-35.4
2025-08-28T22:50:11.899Z,21.6704,69.5927,Porbandar,7.62,8.24,3.44,15.57,45.53,14.69,1.727,0.601,0.867,1.280,179.85,18778.28,0.2214,0.000444,0.00711,0.00272,0.0285,0.0156,0.0629,0.1366,0.1565,0.0000,34,122,7965,1593,264.11,0.1297,0.1658,Low,26.67,35.24,50851.39,190.19,3,0.0123,0.1788,Urban Runoff,0.1485,0.0644,0.8486,0.0290,0.0673,0.6473,80.70,Compliant,Low,0.950,75.3,-28.1
2025-08-28T22:20:11.899Z,22.2730,68.9900,Dwarka,7.63,8.42,3.02,18.56,51.91,10.94,2.160,0.265,0.503,0.545,197.39,18104.15,0.1009,0.000253,0.00363,0.00011,0.0124,0.0292,0.0140,0.1428,0.0169,0.0000,33,116,7584,1516,246.45,0.0951,0.1055,Low,26.55,34.93,51419.95,202.99,2,-0.0004,-0.0223,Urban Runoff,0.1013,0.0902,0.8458,0.0814,-0.0263,0.6758,81.08,Compliant,Low,0.978,78.2,-26.0
2025-08-28T21:50:11.899Z,22.5027,70.0465,Jamnagar,7.42,7.73,6.97,22.15,69.53,17.76,2.788,0.741,1.230,2.077,226.21,18803.75,0.3256,0.000943,0.01374,0.00391,0.0413,0.0719,0.2092,0.1468,0.3497,0.0000,23,90,5897,1179,217.40,0.3182,0.2832,Moderate,27.01,35.94,51382.27,147.21,7,0.0586,0.1403,Natural/Background,0.1068,0.3442,0.1099,0.0591,0.2247,0.5656,78.48,Warning,Moderate,0.994,70.7,-22.3
2025-08-28T21:20:11.899Z,21.7153,72.1316,Bhavnagar,6.63,6.34,12.45,45.56,129.74,37.94,6.548,1.795,2.822,3.837,319.11,20698.67,0.7334,0.001592,0.04408,0.00899,0.0915,0.1792,0.3741,0.5317,0.6488,0.6541,70,263,17065,3413,607.81,0.6087,0.6446,Critical,27.93,36.24,53976.88,59.61,16,0.1388,0.5247,Industrial,0.6541,0.6226,0.9254,0.4078,0.3936,0.4995,64.44,Non-Compliant,Extreme,0.960,95.9,-26.6
2025-08-28T20:50:11.899Z,20.9415,70.2358,Veraval,6.94,6.74,11.22,40.38,116.71,37.83,5.855,1.562,2.374,3.173,296.25,19766.27,0.6472,0.001308,0.03549,0.00773,0.0742,0.1300,0.3053,0.4297,0.5839,0.0000,50,191,12425,2485,451.51,0.5325,0.5253,Very High,27.67,36.10,52467.72,121.57,13,0.0875,0.4614,Urban Runoff,0.2055,0.4103,0.4180,0.3095,0.2866,0.5631,64.31,Warning,High,0.903,82.4,-38.5
2025-08-28T20:20:11.899Z,22.9751,72.5868,Ahmedabad Coast,6.61,6.43,11.83,41.03,144.32,38.68,6.276,1.655,2.646,3.512,332.37,20097.02,0.6935,0.001353,0.03938,0.00779,0.0725,0.1825,0.3496,0.5454,0.6118,0.6318,58,221,14389,2877,522.53,0.6426,0.6613,Very High,27.88,36.72,53578.49,82.98,15,0.1128,0.4132,Urban Runoff,0.6318,0.5687,0.6701,0.2810,0.2303,0.4668,59.43,Non-Compliant,Extreme,0.964,78.5,-28.2
2025-08-28T19:50:11.899Z,22.2752,71.1562,Gujarat Coast,7.37,7.88,4.82,22.25,70.98,17.73,2.388,0.796,0.874,1.852,234.69,18837.56,0.2267,0.000521,0.01813,0.00381,0.0392,0.0610,0.1899,0.2304,0.3362,0.0000,17,68,4464,892,168.32,0.2976,0.2577,Moderate,26.91,36.00,51582.55,147.41,6,0.0224,0.2759,Natural/Background,0.0921,0.2133,0.0470,0.1165,0.0675,0.5945,76.84,Warning,Moderate,0.965,98.9,-27.4
2025-08-28T19:20:11.899Z,21.6880,69.5990,Porbandar,6.74,6.95,8.75,34.45,109.75,37.38,5.943,1.448,2.111,2.625,293.10,19699.66,0.4143,0.001071,0.02666,0.00519,0.0675,0.1400,0.2608,0.3772,0.5916,0.0000,59,217,14098,2819,496.07,0.5206,0.5354,Very High,27.53,36.39,53410.55,126.69,12,0.1167,0.3354,Industrial,0.4919,0.4347,0.8143,0.2498,0.3426,0.4790,69.58,Warning,High,0.965,89.4,-35.3
2025-08-28T18:50:11.899Z,22.2392,68.9330,Dwarka,6.53,6.37,12.57,42.53,138.22,45.10,6.915,1.678,2.633,3.208,319.02,20541.98,0.5510,0.001706,0.03613,0.00728,0.0793,0.1835,0.3686,0.5476,0.6933,0.6476,61,231,15046,3009,544.78,0.6593,0.6851,Critical,27.92,36.91,53354.46,53.70,16,0.1007,0.4240,Industrial,0.6476,0.5133,0.6260,0.3452,0.3597,0.5488,58.89,Non-Compliant,Extreme,0.946,83.9,-24.0
